,cik,year_end
2820,732717, 1231
2821,1378453, 1231
2822,1231, 40
2823,1017303, 1231
2824,9, 40
2825,24545, 1231
2826,906338, 40
2827,809248, 1231
2828,1092289, 0
2829,40, NULL
2830,768899, 1229
2831,1447051, 1231
2832,1231, 40
2833,1077428, 1231
2834,356171, 1231
2835,890319, 1231
2836,1075607, 1231
2837,1370755, 02
2838,1464963, 1231
2839,909494, 40
2840,947263, 40
2841,816761, 1231
2842,1260221, 0930
2843,1051512, 1231
2844,98222, 1231
2845,1094285, 1229
2846,790703, 0928
2847,842023, 0630
2848,1231, 40
2849,1385157, 40
2850,1024725, 1231
2851,30, 40
2852,97210, 1231
2853,927355, 0329
2854,818686, 40
2855,97216, 1231
2856,1381668, 0930
2857,96943, 1231
2858,1231, 40
2859,878518, 40
2860,1633651, 1231
2861,1231, 40
2862,1021162, 0331
2863,1231, 40
2864,27419, 0131
2865,70318, 1231
2866,714562, 1231
2867,944695, 1231
2868,730263, 0731
2869,1609727, 1231
2870,1489096, 0331
2871,1320695, 1231
2872,98246, 0131
2873,318833, 1231
2874,1409171, 0131
2875,1675820, 1231
2876,109198, 0131
2877,8, 40
2878,98362, 1231
2879,909724, 1231
2880,331, 40
2881,97745, 1231
2882,1005817, 1231
2883,1474439, 0630
2884,97134, 1231
2885,1231, 40
2886,3, 40
2887,794170, 1031
2888,1382298, 40
2889,879764, 40
2890,879764, 40
2891,77543, 1231
2892,1206264, 1231
2893,1434621, 1231
2894,1069878, 1231
2895,1389170, 1231
2896,1075124, 40
2897,1231, 40
2898,1526520, 1231
2899,864749, 0103
2900,36146, 1231
2901,99780, 1231
2902,1476150, 1231
2903,99302, 0328
2904,1113169, 1231
2905,1232384, 40
2906,842633, 1231
2907,357301, 1231
2908,1552033, 1231
2909,86312, 1231
2910,4, 40
2911,1046050, 0930
2912,916365, 1228
2913,1231, 40
2914,1318605, 1231
2915,1231, 40
2916,100493, 0928
2917,5, 40
2918,737758, 1031
2919,1013880, 1231
2920,831641, 0929
2921,1293282, 40
2922,844965, 1231
2923,1116942, 1231
2924,946581, 0331
2925,18, 40
2926,878726, 0630
2927,1008654, 1228
2928,912892, 40
2929,1758730, 1231
2930,899751, 1231
2931,100378, 0630
2932,1465740, 1231
2933,1231, 40
2934,97476, 1231
2935,1289460, 1231
2936,217346, 0104
2937,860731, 1231
2938,1133311, 1231
2939,1336917, 1231
2940,100517, 1231
2941,1425292, 1231
2942,1029800, 1031
2943,1610520, 40
2944,729986, 1231
2945,857855, 1231
2946,707886, 1231
2947,1275014, 1227
2948,74208, 1231
2949,101984, 1231
2950,1041514, 40
2951,101199, 1231
2952,100726, 0630
2953,912767, 1228
2954,914156, 1231
2955,1381531, 1231
2956,884614, 0930
2957,1231, 40
2958,4457, 0331
2959,352915, 1231
2960,746838, 1231
2961,875657, 1231
2962,1403568, 0201
2963,101382, 1231
2964,1231, 40
2965,752642, 1231
2966,1077771, 1231
2967,717954, 0831
2968,1020859, 0803
2969,731766, 1231
2970,5513, 1231
2971,100885, 1231
2972,798949, 1231
2973,1090727, 1231
2974,912615, 0131
2975,1375205, 4
2976,1067701, 1231
2977,883945, 1231
2978,931584, 1231
2979,896429, 0630
2980,36104, 1231
2981,1073429, 1231
2982,101594, 1231
2983,821130, 1231
2984,896264, 1228
2985,885978, 1231
2986,1082554, 1231
2987,1261654, 0930
2988,755001, 1231
2989,1030471, 40
2990,101829, 1231
2991,891166, 1231
2992,102212, 1231
2993,102037, 0331
2994,1403161, 0930
2995,1524358, 1231
2996,917851, 40
2997,203527, 0927
2998,1111335, 1231
2999,1129260, 1231
3000,103145, 1231
3001,103379, 0328
3002,1272830, 1231
3003,59440, 1231
3004,1339947, 0930
3005,1339947, 0930
3006,751978, 1231
3007,1231, 40
3008,751365, 0131
3009,20, 40
3010,794172, 0930
3011,1035002, 1231
3012,714310, 1231
3013,1396009, 1231
3014,102729, 1228
3015,1124610, 0131
3016,1347178, 1231
3017,6, 40
3018,899689, 1231
3019,807707, 0229
3020,1487952, 1231
3021,1495320, 0201
3022,926617, 1231
3023,1166388, 0131
3024,1421182, 1231
3025,1442145, 1231
3026,1014473, 1231
3027,883237, 1231
3028,1207074, 0331
3029,875320, 1231
3030,797721, 0331
3031,102752, 1231
3032,103730, 1231
3033,1360530, 1229
3034,1526119, 1231
3035,740260, 1231
3036,884219, 1231
3037,881524, 1231
3038,732712, 1231
3039,943452, 1231
3040,311094, 1231
3041,936528, 0930
3042,1378718, 2008
3043,1212545, 1231
3044,737468, 1231
3045,1000697, 1231
3046,1390844, 1231
3047,801337, 1231
3048,929008, 1231
3049,1279363, 1231
3050,1318220, 40
3051,1497770, 1231
3052,106040, 0703
3053,105132, 0831
3054,1052100, 1231
3055,783325, 1231
3056,30697, 1229
3057,793074, 1231
3058,1423902, 1231
3059,880631, 1231
3060,1309108, 1231
3061,106532, 1231
3062,72971, 1231
3063,107687, 0831
3064,1722684, 1231
3065,106640, 1231
3066,1169988, 1231
3067,850460, 1231
3068,1123799, 40
3069,1370450, 1228
3070,1262823, 1231
3071,1255474, 1231
3072,823768, 1231
3073,107263, 1231
3074,1492658, 40
3075,1604028, 0331
3076,104169, 0131
3077,879526, 1231
3078,331, 40
3079,108516, 0531
3080,1025378, 1231
3081,806968, 40
3082,1370416, 40
3083,1518832, 1231
3084,11544, 1231
3085,104894, 1231
3086,828916, 1231
3087,108385, 0331
3088,203596, 1231
3089,1329517, 1231
3090,828944, 1231
3091,719955, 0129
3092,105016, 1231
3093,1175535, 1231
3094,105770, 1231
3095,945983, 1231
3096,1002135, 0331
3097,1166928, 1231
3098,1015328, 1231
3099,1288403, 1231
3100,776867, 0
3101,78128, 1231
3102,795403, 1231
3103,1365135, 1231
3104,108312, 0930
3105,1091907, 1231
3106,110471, 1228
3107,106535, 1231
3108,1174922, 1231
3109,1034760, 1231
3110,1163302, 1231
3111,1168054, 1231
3112,72903, 1231
3113,743988, 0328
3114,34088, 1231
3115,791908, 1231
3116,1166003, 1231
3117,818479, 1231
3118,1231, 40
3119,1524472, 1231
3120,775368, 1231
3121,1345016, 1231
3122,7, 40
3123,108985, 1231
3124,904851, 40
3125,716006, 1231
3126,1041061, 1231
3127,1617640, 1231
3128,1296205, 1231
3129,877212, 1231
3130,917470, 1231
3131,1375151, 1231
3132,109380, 1231
3133,1107421, 1231
3134,855612, 1231
3135,1439404, 1231
3136,1318008, 0201
